"","text","retweet_count","favorited","truncated","id_str","in_reply_to_screen_name","source","retweeted","created_at","in_reply_to_status_id_str","in_reply_to_user_id_str","lang","listed_count","verified","location","user_id_str","description","geo_enabled","user_created_at","statuses_count","followers_count","favourites_count","protected","user_url","name","time_zone","user_lang","utc_offset","friends_count","screen_name","country_code","country","place_type","full_name","place_name","place_id","place_lat","place_lon","lat","lon","expanded_url","url"
"74","Calling anti-interventionism ""Nazism"" was all fun and games for Shawn until the vast swath of anti-war moderates ra… https://t.co/lUGUa3Gw2y",0,FALSE,TRUE,"983631879193571328",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Tue Apr 10 09:04:49 +0000 2018",NA,NA,"en",6,FALSE,NA,"960046558841511936","No Teutonic Knights or Hussites were harmed in the repatriation of this Twitter account.",FALSE,"Sun Feb 04 07:05:11 +0000 2018",7545,329,4021,FALSE,NA,"Fully Sick Jagielloncyk <ed><U+00A0><U+00BC><ed><U+00B7><U+00B1><ed><U+00A0><U+00BC><ed><U+00B7><U+00B9><ed><U+00A0><U+00BC><ed><U+00B7><U+00AE><ed><U+00A0><U+00BC><ed><U+00B7><U+00AA><ed><U+00A0><U+00BC><ed><U+00B7><U+00A6><ed><U+00A0><U+00BC><ed><U+00B7><U+00BA>",NA,"en",NA,373,"sickjagielloncz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/i/web/status/983631879193571328","https://t.co/lUGUa3Gw2y"
"75","Fuck Syria, Iran, and Russia evil bastards bomb the shit outa them.!!",0,FALSE,FALSE,"983631884495310848",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Apr 10 09:04:50 +0000 2018",NA,NA,"en",0,FALSE,"United Kingdom","774248250010378240","Rangers FC. Unionist. Christian. ulsterscott.",TRUE,"Fri Sep 09 14:09:02 +0000 2016",565,735,1877,FALSE,NA,"Calvin",NA,"en",NA,618,"calvin1872","GB","United Kingdom","city","Annalong, Northern Ireland",NA,NA,54.106383,-5.903746,NA,NA,NA,NA
"76","RT @wisermann: @westland_will @NOWARSFORISRAEL @TuckerCarlson @greta @TulsiGabbard @SenDuckworth Israel is playing a dangerous game by tryi…",1,FALSE,FALSE,"983631885317238784",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>",FALSE,"Tue Apr 10 09:04:51 +0000 2018",NA,NA,"en",12,FALSE,NA,"30850171",NA,FALSE,"Mon Apr 13 11:46:29 +0000 2009",11932,169,1275,FALSE,"http://AMERICA-HIJACKED.COM","NOWARSFORISRAEL","Pacific Time (US & Canada)","en",-25200,551,"NOWARSFORISRAEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","RT @antonioguterres: I am outraged by the recent reports of use of chemical weapons in Syria. They require a thorough investigation by the…",124,FALSE,FALSE,"983631885061541888",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Apr 10 09:04:51 +0000 2018",NA,NA,"en",0,FALSE,"Unknown ","907019026198605825","Business & Finance Technology & Science Tech News Te Space Science Mining &Farming",FALSE,"Sun Sep 10 23:12:42 +0000 2017",119,15,108,FALSE,NA,"jape",NA,"en",NA,54,"jussy1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","RT @KarnaMikko: Disgrace to #EU, that @eucopresident and @EUinBCN are silent, while #Spain is taking more political prisoners in #Catalonia…",365,FALSE,FALSE,"983631885418057728",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Apr 10 09:04:51 +0000 2018",NA,NA,"en",0,FALSE,"Vilafranca del Penedès, España","3459076113","...",FALSE,"Thu Aug 27 15:49:44 +0000 2015",4464,33,5270,FALSE,NA,"Genís Bernat Pascual",NA,"es",NA,133,"genis0011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","RT @michaelh992: #Russia flexing its muscle ahead of  potential strikes in #Syria: Air defense unit of the Black Sea Fleet declares combat…",20,FALSE,FALSE,"983631885850087424",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Tue Apr 10 09:04:51 +0000 2018",NA,NA,"en",122,FALSE,NA,"127632704","Sick & tired of Russian propaganda & individuals like Graham Phillips promoting career over truth. Tweeting about Ukraine/Syria Also @ruswarcrimes",FALSE,"Mon Mar 29 20:18:05 +0000 2010",129808,1379,11943,FALSE,"http://gwpcrimes.blogspot.com","Robbie Wallis","London","en",3600,625,"sterion75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","RT @DougSides: <ed><U+00A0><U+00BD><ed><U+00B2><U+00A5>Impossible For Syria To Use Chemical Weapons Because Susan Rice Told Is Obama Got Them All Out...
<ed><U+00A0><U+00BD><ed><U+00B1><U+0089><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>Now we are told Syria s…",93,FALSE,FALSE,"983631885887787008",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Apr 10 09:04:51 +0000 2018",NA,NA,"en",3,FALSE,"Attleboro Massachusetts for ","803919211462619137","Child of God, Deacon and a Patriot ! I’m a Trump supporter, faithful husband to a beautiful Godly wife , father and grandfather. #MAGA #Trump2020 <ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>",TRUE,"Wed Nov 30 11:10:50 +0000 2016",5510,1367,5927,FALSE,NA,"Paul Bojorquez",NA,"en",NA,1755,"PaulBojorquez3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","RT @EmineGze2: In the ongoing seven-year civil war, Syria has seen numerous chemical attacks. Whenever world powers meet to bring an end to…",111,FALSE,FALSE,"983631885833330688",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Apr 10 09:04:51 +0000 2018",NA,NA,"en",34,FALSE,"otuzdört ","762666102338052096","Bu, TWITSÖR @DR_UVEYS in hesabidir..<ed><U+00A0><U+00BC><ed><U+00B7><U+00B9><ed><U+00A0><U+00BC><ed><U+00B7><U+00B7>",FALSE,"Mon Aug 08 15:05:43 +0000 2016",213616,8755,182133,FALSE,NA,"ÜVEYS",NA,"tr",NA,6550,"dr_uveys1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","RT @wagepeaceau: @RNDrive @RichardMarlesMP @PatsKarvelas Stand up Richard and make a difference. Lead a movement against war. Differentiate…",1,FALSE,FALSE,"983631835195367424",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Apr 10 09:04:39 +0000 2018",NA,NA,"en",8,FALSE,"Australia","839300018192318464","Strategic messaging support 4 activitie & groups disturbing war & militarism in Australia. We 'organise' & 'mobilise' 2 #endwarculture #nomoreUSwars @pestoriusm",TRUE,"Wed Mar 08 02:21:32 +0000 2017",4541,382,1944,FALSE,"https://twitter.com/wagepeaceau","#WagePeace",NA,"en",NA,417,"wagepeaceau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","RT @Billbrowder: Interesting which members of the UN Security Council did NOT call for an emergency meeting about Syria’s use of chemical w…",1450,FALSE,FALSE,"983631887166918656",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Tue Apr 10 09:04:51 +0000 2018",NA,NA,"en",55,FALSE,NA,"79498350","Buddhist, Democrat, secret #NCIS fanatic.",FALSE,"Sat Oct 03 16:11:19 +0000 2009",89390,2622,1578,FALSE,NA,"Karma Tashi","Quito","en",-18000,4385,"KTynot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","@SparkEmerald @StoneSculptorJN @EvaKBartlett @ggreenwald That isn't very likely. Trumps recent announcement about l… https://t.co/BkbVt2h4ZA",0,FALSE,TRUE,"983631884339957762","SparkEmerald","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Apr 10 09:04:50 +0000 2018","983563789806206976","3711232468","en",1,FALSE,"United Kingdom","222444909",NA,FALSE,"Fri Dec 03 12:54:59 +0000 2010",381,21,186,FALSE,NA,"Darren Walby",NA,"en",NA,62,"djwalby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/i/web/status/983631884339957762","https://t.co/BkbVt2h4ZA"
"85","RT @AndrewSarega: Obama sent Iran $1.7B in cash
Obama allowed Isis to grow in Syria &amp; Iraq
Obama allowed NK to expand its missile program
O…",1305,FALSE,FALSE,"983631888572174337",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Apr 10 09:04:51 +0000 2018",NA,NA,"en",11,FALSE,"Tennessee, USA <ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8><ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8><ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>","871359290237493248","God Blessed me with my Boys Justin and Bo! RIP Bo! 9/9/87-6/10/16 <U+271D><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B2><U+0094> #MAGA #VFL God Bless the United States of America <ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>",FALSE,"Sun Jun 04 13:33:38 +0000 2017",35678,13251,34703,FALSE,NA,"Tommy Hays <ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8><ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8><ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8><ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>",NA,"en",NA,13279,"Thaysvols",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","RT @TrumpsBlonde: Absolute best show of @TuckerCarlson’s.  Tucker really handing it to the globalists who want war with Syria regardless of…",113,FALSE,FALSE,"983631888811208704",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Apr 10 09:04:51 +0000 2018",NA,NA,"en",27,FALSE,"New York, USA","17706931",NA,TRUE,"Fri Nov 28 12:16:22 +0000 2008",41849,393,19684,FALSE,NA,"armchairadmiral",NA,"en",NA,363,"armchairadmiral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","RT @StateDept: .@POTUS Trump condemns the heinous attack on innocent Syrians with banned chemical weapons. #Syria https://t.co/qiEahlL3Ah",8242,FALSE,FALSE,"983631889226399744",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Tue Apr 10 09:04:52 +0000 2018",NA,NA,"en",0,FALSE,NA,"879644188916289536","#MAGA2018",FALSE,"Tue Jun 27 10:14:52 +0000 2017",177,308,272,FALSE,NA,"Patriot USA 2018","Pacific Time (US & Canada)","ro",-25200,103,"Patriot_USA2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","RT @Billbrowder: Interesting which members of the UN Security Council did NOT call for an emergency meeting about Syria’s use of chemical w…",1451,FALSE,FALSE,"983631889432023040",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Apr 10 09:04:52 +0000 2018",NA,NA,"en",80,FALSE,NA,"2508827207","#TheResistance, Lifelong Democrat. Former Tax Preparation 
NO LISTS-WILL AUTO BLOCK RWNJ! Goal: Leave the world a better place 4 next generation",FALSE,"Fri Apr 25 17:50:18 +0000 2014",73683,2071,133460,FALSE,NA,"DC-NEVERMyPresident",NA,"en",NA,1578,"dalseyd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","RT @smmsyria: #Russia in #UNSC: Attack on #Syria to cause serious consequences",2,FALSE,FALSE,"983631891453612032",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Apr 10 09:04:52 +0000 2018",NA,NA,"en",163,FALSE,"aranjuez","1735067082","Un obrero prejubilado de telefónica, comunista hasta la muerte.",TRUE,"Fri Sep 06 13:16:14 +0000 2013",240354,3236,56169,FALSE,NA,"mariano molina",NA,"es",NA,4993,"mmoli588",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","RT @acre1291: @Hoosiers1986 @POTUS This image belongs to John Kerry. He said there were no chemicals in Syria. But there are a lot of Sadda…",1,FALSE,FALSE,"983631891881394177",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Tue Apr 10 09:04:52 +0000 2018",NA,NA,"en",6,FALSE,"Oregon, USA","968775484266905600","Love God Family USA Greece Ireland",FALSE,"Wed Feb 28 09:10:49 +0000 2018",7763,576,1213,FALSE,NA,"Got Ammo ?",NA,"en",NA,659,"ludicrousfiasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","RT @wikileaks: WikiLeaks issues a US$100,000 reward for confidential official information (intercepts, reports) showing to who is responsib…",5137,FALSE,FALSE,"983631892502274049",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Apr 10 09:04:52 +0000 2018",NA,NA,"en",8,FALSE,NA,"2461389907","- If I see I'll believe, - a man said.
 - If you believe you'll see, - the God said.",FALSE,"Thu Apr 24 12:41:12 +0000 2014",6355,32,2071,FALSE,NA,"Perseus Eye",NA,"ru",NA,70,"PersEye",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","The pseudo-left’s silent complicity in the drive to war against Syria and Russia - World Socialist Web Site… https://t.co/sVZtRXSCG6",0,FALSE,TRUE,"983631892024045568",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",FALSE,"Tue Apr 10 09:04:52 +0000 2018",NA,NA,"en",102,FALSE,NA,"494626920","International Youth and Students for Social Equality in the US, youth and student section of the the Socialist Equality Party",FALSE,"Fri Feb 17 03:02:29 +0000 2012",18409,1393,688,FALSE,"http://iysse.com","IYSSE","Atlantic Time (Canada)","en",-10800,2208,"IYSSE_US",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/i/web/status/983631892024045568","https://t.co/sVZtRXSCG6"
"93","RT @DanielKorski: UK made a grave error over #Syria in 2013. It has cost lives, emboldened those who detest the international order and mad…",2,FALSE,FALSE,"983631893810876416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Apr 10 09:04:53 +0000 2018",NA,NA,"en",4188,FALSE,"Washington, D.C.","47455112","Reporting on Washington, foreign policy & Middle East. Find my work @AlMonitor. RTs not endorsements. Email lkrozen at gmail dot com",FALSE,"Mon Jun 15 21:50:27 +0000 2009",321023,125101,159,FALSE,"http://www.al-monitor.com/pulse/back-channel","Laura Rozen","Eastern Time (US & Canada)","en",-14400,4408,"lrozen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","RT @blaiavia: The only journalist who's daring to say something reasonable about this whole Syria mess. Tucker Carlson. Fox News.

This whe…",2,FALSE,FALSE,"983631894498734080",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Tue Apr 10 09:04:53 +0000 2018",NA,NA,"en",21,FALSE,"Köln, Deutschland","171205948","German Guy. Likes Trump and Maga.",FALSE,"Mon Jul 26 20:30:21 +0000 2010",10884,2279,259,FALSE,NA,"Germanys Hero™","Bern","de",7200,1889,"GermanysHero",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","Lie down with dogs.... https://t.co/CBGpxSr4Vi",0,FALSE,FALSE,"983631894947532801",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Apr 10 09:04:53 +0000 2018",NA,NA,"en",21,FALSE,"Old Holbornistan","2802331031","Broadcast Medium for Old Holborn, the infamous Libertarian God.

FB : http://facebook.com/holbornlolz/

Snapchat: oldholborn

Instagram: Holbornlolz",FALSE,"Fri Oct 03 17:27:19 +0000 2014",76,2135,10,FALSE,"https://bastardoldholborn.blogspot.co.uk/","Holborn Radio",NA,"en",NA,595,"Holborn_Radio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/NickGriffinBU/status/983356106020880385","https://t.co/CBGpxSr4Vi"
"96","Glenn Greenwald on Syria: U.S. &amp; Israel Revving Up War Machine Won’t Help Suffering Syrian Civilians… https://t.co/N0CejASLGl",0,FALSE,TRUE,"983631896172253184",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Tue Apr 10 09:04:53 +0000 2018",NA,NA,"en",19,FALSE,"Clarksville, IN","720323991894798336","Composer/Pianist",FALSE,"Wed Apr 13 18:53:17 +0000 2016",53547,933,8431,FALSE,"http://www.twcc.com","Jon Kitchen","Eastern Time (US & Canada)","en",-14400,4943,"kitchen5203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/i/web/status/983631896172253184","https://t.co/N0CejASLGl"
"97","RT @StateDept: .@POTUS Trump condemns the heinous attack on innocent Syrians with banned chemical weapons. #Syria https://t.co/qiEahlL3Ah",8243,FALSE,FALSE,"983631896910487552",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Apr 10 09:04:53 +0000 2018",NA,NA,"en",2,FALSE,"Sarpsborg, Norge","704361119138324480","$$$",FALSE,"Mon Feb 29 17:42:32 +0000 2016",3418,93,2795,FALSE,"http://www.youtube.com/TheOnlyRepz","Markus",NA,"no",NA,211,"Repz__",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","RT @service4cash: Russia Says it Will Attack U.S. Military if Trump Strikes Syria Again https://t.co/3RNM8uYnq9",1,FALSE,FALSE,"983631897673785344",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>",FALSE,"Tue Apr 10 09:04:54 +0000 2018",NA,NA,"en",179,FALSE,"Infinity and beyond","23518090","Security, identity, and privacy guru. Photographer and video director. Astros fan. Tweets do not represent employer or any organization; RTs <U+2260> endorsement.",FALSE,"Mon Mar 09 22:51:30 +0000 2009",29432,2199,968,FALSE,"http://notabob.blogspot.com","Bob Blakley","Central Time (US & Canada)","en",-18000,1222,"bobblakley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.yahoo.com/news/russia-says-attack-u-military-182702256.html","https://t.co/3RNM8uYnq9"
"99","RT @MiddleEastEye: Corbyn calls for 'evidence' as UK considers 'range of options' over Syria gas attack https://t.co/JU08QwdNm8 https://t.c…",12,FALSE,FALSE,"983631900353925120",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Tue Apr 10 09:04:54 +0000 2018",NA,NA,"en",112,FALSE,NA,"245742125","Independent researcher, social justice issues. ReTweet is not necessarily endorsement. http://www.staithes-holidaycottage.co.uk",FALSE,"Tue Feb 01 11:11:03 +0000 2011",60029,2247,8675,FALSE,"http://www.holidaycottageyorkshirecoast.co.uk","Stephen Bishop","London","en",3600,3501,"DowninJamaica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://ow.ly/fB5a30jok7B","https://t.co/JU08QwdNm8"
"100","RT @foxandfriends: Should the U.S. take action against Syria for their reported use of deadly chemical weapons?",6355,FALSE,FALSE,"983631901566042112",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Apr 10 09:04:54 +0000 2018",NA,NA,"en",0,FALSE,"<U+0627><U+0644><U+0628><U+0644><U+062F><U+0629> <U+0627><U+0644><U+0645><U+0628><U+0627><U+0631><U+0643><U+0629> ","973189332747128832",NA,FALSE,"Mon Mar 12 13:29:52 +0000 2018",221,23,49,FALSE,NA,"<U+0633><U+0639><U+0648><U+062F><U+064A> <U+0648><U+0627><U+0641><U+062A><U+062E><U+0631>",NA,"en",NA,245,"dcJ8zfWt93jzldq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","RT @wagepeaceau: What we DO know @RichardMarlesMP is that #FakeNews chemical Attacks in Syria are used by your buddy Trump to create a pret…",1,FALSE,FALSE,"983631902815830016",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Apr 10 09:04:55 +0000 2018",NA,NA,"en",8,FALSE,"Australia","839300018192318464","Strategic messaging support 4 activitie & groups disturbing war & militarism in Australia. We 'organise' & 'mobilise' 2 #endwarculture #nomoreUSwars @pestoriusm",TRUE,"Wed Mar 08 02:21:32 +0000 2017",4544,382,1944,FALSE,"https://twitter.com/wagepeaceau","#WagePeace",NA,"en",NA,417,"wagepeaceau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","RT @EmbassyofRussia: Russian MoD investigates #DoumaProvocation, sheds light on the situation: All soil test results from Douma, #Syria hav…",111,FALSE,FALSE,"983631904594448384",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Tue Apr 10 09:04:55 +0000 2018",NA,NA,"en",32,FALSE,"Shvetsiya","3299838981","My old account @maria_engstrom was deleted without any reason/explanation.

Please block me if you are a #MAGA loser.",FALSE,"Wed May 27 00:03:22 +0000 2015",23099,1766,17059,FALSE,NA,"Maria Engström","Pacific Time (US & Canada)","sv",-25200,2023,"maria_engstrom1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","RT @penelope7usa: Tucker Carlson Tonight &amp; TFW you're asking about America
but you're scolded it's really about Israel ...
 
Tucker: ""What…",499,FALSE,FALSE,"983631905940758529",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Apr 10 09:04:56 +0000 2018",NA,NA,"en",7,FALSE,"Small Town, USA","782682681049964544","Nationalist. #MAGA",FALSE,"Sun Oct 02 20:44:27 +0000 2016",35451,594,69367,FALSE,"https://gab.ai/BuddyLove2070","Buddy Love",NA,"en",NA,745,"BuddyLove2070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","WW3 Alert! US &amp; UK Readying Attack Ships, Jets To Strike Syria / Russia https://t.co/GYH550fhQr via @realalexjones",0,FALSE,FALSE,"983631907673071616",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Tue Apr 10 09:04:56 +0000 2018",NA,NA,"en",37,FALSE,NA,"4104906808","GOD and Country, NRA, 2nd A, Flag honoring, Veterans First.  Classic Country, Classic Rock, Die Hard NY Yankee and Boston Celtics fan, Iowa Hawkeyes fan. MAGA!",FALSE,"Tue Nov 03 13:36:22 +0000 2015",67098,990,14237,FALSE,NA,"Daytripper","Pacific Time (US & Canada)","en",-25200,454,"RealCaryPrice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.infowars.com/ww3-alert-us-uk-readying-attack-ships-jets-to-strike-syria-russia/","https://t.co/GYH550fhQr"
"105","Yes Mr. Secretary General as we know and followed the OPCW work at the beginning in Syria it was a very serious wor… https://t.co/S2IbVqh3NC",0,FALSE,TRUE,"983631909069709312",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Tue Apr 10 09:04:56 +0000 2018",NA,NA,"en",8,FALSE,"Geneva, Switzerland","1853426167","Commissioner of the International Human Rights Commission (IHRC) in the Middle East - Ambassador at Large to: DIPLOMATIC MISSION (UN-EU-USA)",TRUE,"Wed Sep 11 05:25:46 +0000 2013",27196,5585,1031,FALSE,"http://www.ihrc-geneva.org/","AMB HAISSAM BOU SAID","Midway Island","en",-39600,289,"HumanRightComm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/i/web/status/983631909069709312","https://t.co/S2IbVqh3NC"
"106","RT @EmbassyofRussia: Russian MoD investigates #DoumaProvocation, sheds light on the situation: All soil test results from Douma, #Syria hav…",112,FALSE,FALSE,"983631911775035392",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Tue Apr 10 09:04:57 +0000 2018",NA,NA,"en",8,FALSE,"World","125594250","Resourceful, analytical, quality-focused Bio/Chemical Engineering professional, providing Technology, Applications & Laboratory Management.",FALSE,"Tue Mar 23 08:17:27 +0000 2010",18413,666,1993,FALSE,"http://www.linkedin.com/in/mihairissdorfer/","Mihai Rissdörfer","Bucharest","ro",10800,2066,"MihaiRissdorfer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","RT @ToryFibs: People ask what has Corbyn *actually* done to solve wars in the Middle East?

He held a vote in HoC to ban arms sales
He gave…",751,FALSE,FALSE,"983631913733840896",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",FALSE,"Tue Apr 10 09:04:57 +0000 2018",NA,NA,"en",82,FALSE,"Derbyshire","20043513","Monkey see, realised it didn't make sense so investigated further and decided this monkey would not just follow the crowd",FALSE,"Wed Feb 04 10:35:58 +0000 2009",82732,1742,16790,FALSE,NA,"Lordy","London","en",3600,2467,"MrsMcLordy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","RT @RepSwalwell: I don’t trust @realDonaldTrump to act lawfully against #Syria. He should only act under congressional authorization.",1943,FALSE,FALSE,"983631914115350528",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Apr 10 09:04:57 +0000 2018",NA,NA,"en",5,FALSE,"United States","824924190805417984","Creative commenter on life and politics...  Inactive LMFT, former Journalist, Artist& Poet.  Artwork&motivations are my Own unless Retweets .  Please open them.",FALSE,"Fri Jan 27 10:17:08 +0000 2017",51258,513,37767,FALSE,NA,"Mary Redoutey",NA,"en",NA,171,"RedouteyMary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","RT @OneSummerMornin: The Russian Ministry of Defence has reportedly ordered the entire Black Sea fleet on combat alert. Trying to verify th…",2,FALSE,FALSE,"983631914354532352",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>",FALSE,"Tue Apr 10 09:04:58 +0000 2018",NA,NA,"en",179,FALSE,"Infinity and beyond","23518090","Security, identity, and privacy guru. Photographer and video director. Astros fan. Tweets do not represent employer or any organization; RTs <U+2260> endorsement.",FALSE,"Mon Mar 09 22:51:30 +0000 2009",29433,2199,968,FALSE,"http://notabob.blogspot.com","Bob Blakley","Central Time (US & Canada)","en",-18000,1222,"bobblakley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
